,Price_Price,Reg_Price,Reg_PV,Reg_Wind_On,Reg_Wind_Off,Reg_RE_Agg,Reg_Wind_Comb
2018-03-25 00:00:00,32.1,32.1,8.5,27745.25,5990.5,33744.25,33735.75
2018-03-25 01:00:00,13.28,13.28,5.25,27771.25,5656.0,33432.5,33427.25
2018-03-25 02:00:00,10.13,10.13,5.75,27971.25,5487.5,33464.5,33458.75
2018-03-25 03:00:00,17.0,17.0,5.25,27421.0,5211.0,32637.25,32632.0
2018-03-25 04:00:00,19.92,19.92,5.0,27513.75,5092.75,32611.5,32606.5
2018-03-25 05:00:00,26.82,26.82,6.5,27474.0,5517.75,32998.25,32991.75
2018-03-25 06:00:00,14.87,14.87,549.25,27461.25,5818.75,33829.25,33280.0
2018-03-25 07:00:00,1.96,1.96,3987.25,26923.0,5917.5,36827.75,32840.5
2018-03-25 08:00:00,0.0,0.0,8470.75,26753.0,5648.5,40872.25,32401.5
2018-03-25 09:00:00,0.0,0.0,12081.75,28739.75,5498.0,46319.5,34237.75
2018-03-25 10:00:00,0.0,0.0,14499.5,29597.5,5056.75,49153.75,34654.25
2018-03-25 11:00:00,0.0,0.0,14930.75,29551.5,4753.75,49236.0,34305.25
2018-03-25 12:00:00,0.0,0.0,15152.25,30474.75,4701.75,50328.75,35176.5
2018-03-25 13:00:00,0.0,0.0,15467.0,27706.5,4646.75,47820.25,32353.25
2018-03-25 14:00:00,0.0,0.0,14647.0,26491.75,4786.5,45925.25,31278.25
2018-03-25 15:00:00,0.0,0.0,12076.75,26862.0,5171.5,44110.25,32033.5
2018-03-25 16:00:00,16.69,16.69,7532.25,27721.25,5775.25,41028.75,33496.5
2018-03-25 17:00:00,59.4,59.4,2829.25,28381.25,5964.0,37174.5,34345.25
2018-03-25 18:00:00,75.0,75.0,277.0,29263.5,6058.5,35599.0,35322.0
2018-03-25 19:00:00,74.9,74.9,10.25,29587.25,5992.75,35590.25,35580.0
2018-03-25 20:00:00,66.9,66.9,5.5,30822.25,5606.5,36434.25,36428.75
2018-03-25 21:00:00,64.77,64.77,4.75,30316.75,5160.75,35482.25,35477.5
2018-03-25 22:00:00,64.27,64.27,5.25,28113.25,4608.75,32727.25,32722.0
2018-03-25 23:00:00,62.97,62.97,6.5,26725.25,4005.75,30737.5,30731.0
2018-03-26 00:00:00,62.51,62.51,5.5,25112.0,3620.75,28738.25,28732.75
2018-03-26 01:00:00,62.29,62.29,5.25,23772.75,3044.75,26822.75,26817.5
2018-03-26 02:00:00,62.48,62.48,5.75,22363.0,2942.5,25311.25,25305.5
2018-03-26 03:00:00,64.51,64.51,5.25,20428.75,2818.5,23252.5,23247.25
2018-03-26 04:00:00,66.96,66.96,5.75,18653.5,2406.75,21066.0,21060.25
2018-03-26 05:00:00,77.14,77.14,6.5,16694.0,2018.25,18718.75,18712.25
2018-03-26 06:00:00,88.43,88.43,563.75,14482.0,1633.75,16679.5,16115.75
2018-03-26 07:00:00,113.87,113.87,4638.25,11982.0,1301.75,17922.0,13283.75
2018-03-26 08:00:00,99.68,99.68,12004.25,9475.25,955.5,22435.0,10430.75
2018-03-26 09:00:00,77.43,77.43,19299.75,8198.75,858.75,28357.25,9057.5
2018-03-26 10:00:00,70.05,70.05,23991.5,7173.25,672.25,31837.0,7845.5
2018-03-26 11:00:00,63.66,63.66,27262.25,6378.0,379.75,34020.0,6757.75
2018-03-26 12:00:00,61.85,61.85,29412.75,5754.5,294.5,35461.75,6049.0
2018-03-26 13:00:00,63.22,63.22,30552.25,5092.75,225.75,35870.75,5318.5
2018-03-26 14:00:00,64.52,64.52,28865.75,4314.25,152.75,33332.75,4467.0
2018-03-26 15:00:00,73.97,73.97,24078.5,3525.0,156.5,27760.0,3681.5
2018-03-26 16:00:00,81.05,81.05,15996.25,2612.5,170.0,18778.75,2782.5
2018-03-26 17:00:00,111.88,111.88,6068.75,2242.5,148.25,8459.5,2390.75
2018-03-26 18:00:00,174.7,174.7,511.0,2788.0,137.25,3436.25,2925.25
2018-03-26 19:00:00,149.75,149.75,16.25,4963.75,102.5,5082.5,5066.25
2018-03-26 20:00:00,102.73,102.73,5.0,8113.75,201.75,8320.5,8315.5
2018-03-26 21:00:00,82.39,82.39,3.75,10574.75,337.0,10915.5,10911.75
2018-03-26 22:00:00,79.56,79.56,4.0,11884.25,527.25,12415.5,12411.5
2018-03-26 23:00:00,74.74,74.74,6.0,13004.5,810.5,13821.0,13815.0
2018-03-27 00:00:00,79.9,79.9,7.25,14126.0,1029.75,15163.0,15155.75
2018-03-27 01:00:00,73.3,73.3,5.75,14856.5,1238.0,16100.25,16094.5
2018-03-27 02:00:00,68.91,68.91,5.5,15820.75,1512.75,17339.0,17333.5
2018-03-27 03:00:00,67.98,67.98,3.25,16702.25,1869.75,18575.25,18572.0
2018-03-27 04:00:00,70.07,70.07,4.75,17666.75,2252.25,19923.75,19919.0
2018-03-27 05:00:00,72.28,72.28,7.75,18444.25,2538.5,20990.5,20982.75
2018-03-27 06:00:00,80.38,80.38,1263.0,19230.5,2971.75,23465.25,22202.25
2018-03-27 07:00:00,79.2,79.2,7674.25,17492.5,3119.5,28286.25,20612.0
2018-03-27 08:00:00,72.1,72.1,15773.5,13462.75,3650.0,32886.25,17112.75
2018-03-27 09:00:00,62.0,62.0,22828.0,10998.5,3745.75,37572.25,14744.25
2018-03-27 10:00:00,49.5,49.5,27750.0,11982.5,3364.5,43097.0,15347.0
2018-03-27 11:00:00,37.03,37.03,30472.75,13488.0,3165.5,47126.25,16653.5
2018-03-27 12:00:00,11.49,11.49,30800.75,13466.75,2865.75,47133.25,16332.5
2018-03-27 13:00:00,27.35,27.35,28979.25,13675.25,3174.25,45828.75,16849.5
2018-03-27 14:00:00,37.1,37.1,25022.5,13869.0,2952.25,41843.75,16821.25
2018-03-27 15:00:00,51.93,51.93,18904.25,13971.0,2690.25,35565.5,16661.25
2018-03-27 16:00:00,68.06,68.06,11595.25,13478.75,3101.5,28175.5,16580.25
2018-03-27 17:00:00,81.05,81.05,4608.75,13542.75,3157.5,21309.0,16700.25
2018-03-27 18:00:00,100.75,100.75,449.25,15243.5,3153.25,18846.0,18396.75
2018-03-27 19:00:00,100.3,100.3,10.5,17983.25,3387.75,21381.5,21371.0
2018-03-27 20:00:00,80.0,80.0,4.0,19453.25,3591.0,23048.25,23044.25
2018-03-27 21:00:00,77.05,77.05,4.5,18542.5,3810.5,22357.5,22353.0
2018-03-27 22:00:00,72.82,72.82,3.25,17069.0,4088.0,21160.25,21157.0
2018-03-27 23:00:00,66.92,66.92,3.5,16316.0,4154.75,20474.25,20470.75
2018-03-28 00:00:00,58.35,58.35,3.0,15560.25,3679.5,19242.75,19239.75
2018-03-28 01:00:00,57.09,57.09,3.0,14833.0,3281.5,18117.5,18114.5
2018-03-28 02:00:00,57.28,57.28,3.25,13890.75,3225.5,17119.5,17116.25
2018-03-28 03:00:00,57.79,57.79,3.0,12945.75,3936.5,16885.25,16882.25
2018-03-28 04:00:00,60.03,60.03,3.25,12302.25,4116.75,16422.25,16419.0
2018-03-28 05:00:00,72.38,72.38,8.5,11946.25,4188.25,16143.0,16134.5
2018-03-28 06:00:00,81.17,81.17,1076.75,11428.0,3870.5,16375.25,15298.5
2018-03-28 07:00:00,82.78,82.78,6277.5,10000.0,3794.75,20072.25,13794.75
2018-03-28 08:00:00,80.01,80.01,13777.0,6988.25,3525.0,24290.25,10513.25
2018-03-28 09:00:00,68.12,68.12,21445.0,4425.0,3513.75,29383.75,7938.75
2018-03-28 10:00:00,63.9,63.9,26914.75,4034.75,3132.25,34081.75,7167.0
2018-03-28 11:00:00,57.13,57.13,27920.25,4286.5,2437.75,34644.5,6724.25
2018-03-28 12:00:00,57.66,57.66,26463.5,4715.0,2401.75,33580.25,7116.75
2018-03-28 13:00:00,60.0,60.0,23198.0,6150.0,2096.25,31444.25,8246.25
2018-03-28 14:00:00,67.8,67.8,17911.25,7089.25,1578.75,26579.25,8668.0
2018-03-28 15:00:00,78.93,78.93,11204.0,7604.0,1054.5,19862.5,8658.5
2018-03-28 16:00:00,84.14,84.14,5753.5,7320.5,852.0,13926.0,8172.5
2018-03-28 17:00:00,100.53,100.53,2028.5,7139.0,793.25,9960.75,7932.25
2018-03-28 18:00:00,125.93,125.93,210.0,8076.75,809.5,9096.25,8886.25
2018-03-28 19:00:00,118.94,118.94,12.75,9013.25,800.5,9826.5,9813.75
2018-03-28 20:00:00,99.42,99.42,10.0,9290.0,1014.75,10314.75,10304.75
2018-03-28 21:00:00,84.25,84.25,4.75,9207.25,970.75,10182.75,10178.0
2018-03-28 22:00:00,83.02,83.02,3.0,9859.5,764.25,10626.75,10623.75
2018-03-28 23:00:00,74.47,74.47,3.25,10769.0,727.75,11500.0,11496.75
2018-03-29 00:00:00,79.09,79.09,3.5,11418.0,690.5,12112.0,12108.5
2018-03-29 01:00:00,72.6,72.6,3.25,11528.75,732.25,12264.25,12261.0
2018-03-29 02:00:00,65.24,65.24,3.0,12092.75,997.75,13093.5,13090.5
2018-03-29 03:00:00,64.41,64.41,3.0,14095.25,1406.25,15504.5,15501.5
2018-03-29 04:00:00,66.69,66.69,3.0,16010.25,1450.25,17463.5,17460.5
2018-03-29 05:00:00,71.6,71.6,7.5,17019.25,1977.25,19004.0,18996.5
2018-03-29 06:00:00,82.07,82.07,1082.0,17441.5,2646.75,21170.25,20088.25
2018-03-29 07:00:00,83.19,83.19,5969.75,16532.75,2541.5,25044.0,19074.25
2018-03-29 08:00:00,80.92,80.92,12019.5,15043.25,2184.5,29247.25,17227.75
2018-03-29 09:00:00,63.24,63.24,16318.0,16712.75,1150.0,34180.75,17862.75
2018-03-29 10:00:00,47.07,47.07,17049.75,19705.0,753.5,37508.25,20458.5
2018-03-29 11:00:00,37.0,37.0,18349.75,23313.75,632.5,42296.0,23946.25
2018-03-29 12:00:00,6.74,6.74,18214.75,27575.75,1036.5,46827.0,28612.25
2018-03-29 13:00:00,0.05,0.05,17808.5,31244.5,1502.0,50555.0,32746.5
2018-03-29 14:00:00,0.04,0.04,16781.0,32450.0,3104.5,52335.5,35554.5
2018-03-29 15:00:00,9.82,9.82,13685.5,32618.25,4035.5,50339.25,36653.75
2018-03-29 16:00:00,33.17,33.17,9443.5,32175.75,4432.0,46051.25,36607.75
2018-03-29 17:00:00,52.72,52.72,4312.75,30949.75,4887.0,40149.5,35836.75
2018-03-29 18:00:00,73.97,73.97,551.75,28807.25,4997.25,34356.25,33804.5
2018-03-29 19:00:00,70.33,70.33,12.25,26976.25,4832.5,31821.0,31808.75
2018-03-29 20:00:00,62.54,62.54,5.25,27379.75,4895.5,32280.5,32275.25
2018-03-29 21:00:00,51.83,51.83,4.75,27729.5,4962.5,32696.75,32692.0
2018-03-29 22:00:00,33.05,33.05,3.75,27804.75,6360.0,34168.5,34164.75
2018-03-29 23:00:00,25.0,25.0,3.25,28060.75,6738.25,34802.25,34799.0
2018-03-30 00:00:00,20.6,20.6,4.5,28844.5,6923.0,35772.0,35767.5
2018-03-30 01:00:00,18.83,18.83,3.25,28628.0,6738.0,35369.25,35366.0
2018-03-30 02:00:00,12.43,12.43,4.5,27997.75,6216.0,34218.25,34213.75
2018-03-30 03:00:00,10.24,10.24,3.0,27954.5,6062.75,34020.25,34017.25
2018-03-30 04:00:00,12.59,12.59,3.0,27968.75,6091.25,34063.0,34060.0
2018-03-30 05:00:00,14.32,14.32,11.0,27766.75,6612.0,34389.75,34378.75
2018-03-30 06:00:00,22.02,22.02,972.0,27792.0,6964.0,35728.0,34756.0
2018-03-30 07:00:00,22.39,22.39,4137.75,26923.0,6901.5,37962.25,33824.5
2018-03-30 08:00:00,15.94,15.94,8205.0,24747.75,6685.25,39638.0,31433.0
2018-03-30 09:00:00,13.28,13.28,11714.25,22633.25,6201.25,40548.75,28834.5
2018-03-30 10:00:00,16.88,16.88,13005.5,21143.25,6150.5,40299.25,27293.75
2018-03-30 11:00:00,18.83,18.83,15950.0,19860.0,5763.5,41573.5,25623.5
2018-03-30 12:00:00,13.0,13.0,17298.5,20051.5,4737.25,42087.25,24788.75
2018-03-30 13:00:00,9.86,9.86,18509.75,18895.75,3922.5,41328.0,22818.25
2018-03-30 14:00:00,13.44,13.44,19399.0,16484.75,3162.5,39046.25,19647.25
2018-03-30 15:00:00,21.58,21.58,15355.5,15181.75,3037.0,33574.25,18218.75
2018-03-30 16:00:00,49.5,49.5,8756.25,12915.75,2988.0,24660.0,15903.75
2018-03-30 17:00:00,79.93,79.93,3401.25,10128.0,2896.25,16425.5,13024.25
2018-03-30 18:00:00,101.97,101.97,420.0,8826.0,2720.5,11966.5,11546.5
2018-03-30 19:00:00,105.45,105.45,20.5,8590.75,2241.75,10853.0,10832.5
2018-03-30 20:00:00,87.4,87.4,9.75,9134.0,1735.75,10879.5,10869.75
2018-03-30 21:00:00,79.93,79.93,4.25,9557.5,1704.25,11266.0,11261.75
2018-03-30 22:00:00,75.89,75.89,4.0,9707.5,2274.75,11986.25,11982.25
2018-03-30 23:00:00,70.0,70.0,4.5,9172.0,2489.75,11666.25,11661.75
2018-03-31 00:00:00,69.3,69.3,5.25,8249.0,2634.5,10888.75,10883.5
2018-03-31 01:00:00,58.16,58.16,3.25,7303.0,2421.0,9727.25,9724.0
2018-03-31 02:00:00,58.88,58.88,4.25,7363.25,1782.0,9149.5,9145.25
2018-03-31 03:00:00,58.95,58.95,3.25,8358.25,1965.0,10326.5,10323.25
2018-03-31 04:00:00,59.23,59.23,3.5,9040.75,1773.25,10817.5,10814.0
2018-03-31 05:00:00,65.05,65.05,13.25,10191.0,1128.0,11332.25,11319.0
2018-03-31 06:00:00,58.57,58.57,1076.0,11866.75,858.5,13801.25,12725.25
2018-03-31 07:00:00,47.79,47.79,5577.25,12355.5,1075.75,19008.5,13431.25
2018-03-31 08:00:00,45.23,45.23,11803.5,11098.75,1449.25,24351.5,12548.0
2018-03-31 09:00:00,43.38,43.38,18943.0,9136.25,988.5,29067.75,10124.75
2018-03-31 10:00:00,34.49,34.49,23413.25,8386.0,481.25,32280.5,8867.25
2018-03-31 11:00:00,23.21,23.21,24468.0,8961.25,587.5,34016.75,9548.75
2018-03-31 12:00:00,14.76,14.76,23179.75,9698.25,920.0,33798.0,10618.25
2018-03-31 13:00:00,6.85,6.85,20093.5,9910.25,1016.0,31019.75,10926.25
2018-03-31 14:00:00,15.87,15.87,16383.25,9979.75,1092.5,27455.5,11072.25
2018-03-31 15:00:00,34.2,34.2,11800.5,10014.25,897.75,22712.5,10912.0
2018-03-31 16:00:00,52.52,52.52,6517.25,9760.5,1181.75,17459.5,10942.25
2018-03-31 17:00:00,77.75,77.75,2392.25,9115.5,4390.0,15897.75,13505.5
2018-03-31 18:00:00,88.11,88.11,284.5,10648.75,4890.5,15823.75,15539.25
2018-03-31 19:00:00,83.53,83.53,9.5,10160.75,3121.5,13291.75,13282.25
2018-03-31 20:00:00,74.11,74.11,6.0,9228.0,1939.25,11173.25,11167.25
2018-03-31 21:00:00,71.47,71.47,3.5,7717.75,1765.25,9486.5,9483.0
2018-03-31 22:00:00,70.83,70.83,4.75,6672.5,1559.0,8236.25,8231.5
2018-03-31 23:00:00,65.74,65.74,4.0,5806.5,1222.25,7032.75,7028.75
2018-04-01 00:00:00,75.7,75.7,3.5,5461.0,756.75,6221.25,6217.75
2018-04-01 01:00:00,66.71,66.71,3.0,5691.5,498.0,6192.5,6189.5
2018-04-01 02:00:00,,,,,,,
2018-04-01 03:00:00,64.98,64.98,3.0,6290.25,376.0,6669.25,6666.25
2018-04-01 04:00:00,60.48,60.48,4.0,6199.5,269.0,6472.5,6468.5
2018-04-01 05:00:00,58.74,58.74,4.0,5706.5,76.5,5787.0,5783.0
2018-04-01 06:00:00,64.46,64.46,14.25,5540.0,69.0,5623.25,5609.0
2018-04-01 07:00:00,71.51,71.51,1109.5,5015.75,73.5,6198.75,5089.25
2018-04-01 08:00:00,65.03,65.03,5439.0,4551.5,154.25,10144.75,4705.75
2018-04-01 09:00:00,50.32,50.32,11401.25,3676.0,213.5,15290.75,3889.5
2018-04-01 10:00:00,41.03,41.03,18552.75,2780.25,224.5,21557.5,3004.75
2018-04-01 11:00:00,29.52,29.52,24779.5,2329.5,315.25,27424.25,2644.75
2018-04-01 12:00:00,19.85,19.85,28571.5,2156.25,582.5,31310.25,2738.75
2018-04-01 13:00:00,3.06,3.06,29338.5,2008.0,757.5,32104.0,2765.5
2018-04-01 14:00:00,1.03,1.03,27752.25,1981.5,985.75,30719.5,2967.25
2018-04-01 15:00:00,15.27,15.27,24172.5,2029.25,1001.5,27203.25,3030.75
2018-04-01 16:00:00,41.07,41.07,19149.5,2947.0,1416.0,23512.5,4363.0
2018-04-01 17:00:00,66.74,66.74,11707.25,3609.25,1754.5,17071.0,5363.75
2018-04-01 18:00:00,89.32,89.32,4228.5,4764.0,1904.75,10897.25,6668.75
2018-04-01 19:00:00,117.29,117.29,519.25,5481.75,2099.25,8100.25,7581.0
2018-04-01 20:00:00,83.72,83.72,7.75,7034.0,2187.5,9229.25,9221.5
2018-04-01 21:00:00,70.0,70.0,6.5,7741.5,2326.5,10074.5,10068.0
2018-04-01 22:00:00,64.51,64.51,6.75,8448.25,2524.75,10979.75,10973.0
2018-04-01 23:00:00,54.9,54.9,4.0,8918.25,2618.0,11540.25,11536.25
2018-04-02 00:00:00,49.95,49.95,4.75,7959.75,2421.0,10385.5,10380.75
2018-04-02 01:00:00,48.98,48.98,6.25,7097.25,2768.0,9871.5,9865.25
2018-04-02 02:00:00,46.06,46.06,4.0,7324.5,2696.5,10025.0,10021.0
2018-04-02 03:00:00,43.58,43.58,4.0,6765.5,2590.5,9360.0,9356.0
2018-04-02 04:00:00,49.4,49.4,4.0,6871.25,2487.25,9362.5,9358.5
2018-04-02 05:00:00,52.35,52.35,3.75,6669.75,2125.75,8799.25,8795.5
2018-04-02 06:00:00,58.71,58.71,19.0,6737.25,1700.75,8457.0,8438.0
2018-04-02 07:00:00,64.49,64.49,656.25,6956.5,1127.25,8740.0,8083.75
2018-04-02 08:00:00,58.71,58.71,2644.0,7512.75,748.5,10905.25,8261.25
2018-04-02 09:00:00,60.89,60.89,5350.75,7511.75,575.5,13438.0,8087.25
2018-04-02 10:00:00,54.36,54.36,7380.25,7124.0,648.0,15152.25,7772.0
2018-04-02 11:00:00,35.39,35.39,9355.0,7686.0,838.75,17879.75,8524.75
2018-04-02 12:00:00,13.04,13.04,11184.0,9360.5,626.25,21170.75,9986.75
2018-04-02 13:00:00,0.03,0.03,11631.75,12093.0,680.25,24405.0,12773.25
2018-04-02 14:00:00,-0.01,-0.01,11830.0,15659.0,789.0,28278.0,16448.0
2018-04-02 15:00:00,-0.01,-0.01,10479.5,19863.5,850.5,31193.5,20714.0
2018-04-02 16:00:00,-0.01,-0.01,8752.75,22191.5,1624.75,32569.0,23816.25
2018-04-02 17:00:00,5.79,5.79,6341.0,22996.5,1933.25,31270.75,24929.75
2018-04-02 18:00:00,41.97,41.97,3107.25,22446.75,2140.5,27694.5,24587.25
2018-04-02 19:00:00,48.53,48.53,510.5,22486.75,2555.25,25552.5,25042.0
2018-04-02 20:00:00,49.88,49.88,8.75,23604.5,2798.5,26411.75,26403.0
2018-04-02 21:00:00,45.69,45.69,4.0,25918.75,3450.5,29373.25,29369.25
2018-04-02 22:00:00,25.97,25.97,4.0,27343.5,3654.25,31001.75,30997.75
2018-04-02 23:00:00,7.47,7.47,4.0,28769.25,3292.5,32065.75,32061.75
2018-04-03 00:00:00,7.97,7.97,4.5,29332.5,3191.0,32528.0,32523.5
2018-04-03 01:00:00,1.28,1.28,5.0,29424.5,3758.0,33187.5,33182.5
2018-04-03 02:00:00,0.61,0.61,5.0,29232.5,4585.75,33823.25,33818.25
2018-04-03 03:00:00,0.87,0.87,5.0,29768.5,4565.5,34339.0,34334.0
2018-04-03 04:00:00,1.94,1.94,4.5,30584.5,4408.0,34997.0,34992.5
2018-04-03 05:00:00,7.27,7.27,4.0,31419.75,4084.5,35508.25,35504.25
2018-04-03 06:00:00,57.22,57.22,24.5,32504.25,3322.75,35851.5,35827.0
2018-04-03 07:00:00,74.36,74.36,1252.5,32755.75,2506.75,36515.0,35262.5
2018-04-03 08:00:00,68.93,68.93,5844.75,33682.75,2010.0,41537.5,35692.75
2018-04-03 09:00:00,46.98,46.98,11766.5,36004.25,2751.25,50522.0,38755.5
2018-04-03 10:00:00,2.66,2.66,16495.5,37923.5,3541.0,57960.0,41464.5
2018-04-03 11:00:00,-0.06,-0.06,19642.5,38012.25,3892.75,61547.5,41905.0
2018-04-03 12:00:00,-1.09,-1.09,21948.5,37167.25,3991.75,63107.5,41159.0
2018-04-03 13:00:00,-0.97,-0.97,22655.0,37068.75,3910.0,63633.75,40978.75
2018-04-03 14:00:00,-0.07,-0.07,23238.5,34782.5,4007.5,62028.5,38790.0
2018-04-03 15:00:00,0.0,0.0,21653.75,33667.25,3895.5,59216.5,37562.75
2018-04-03 16:00:00,4.31,4.31,17573.0,33335.5,3791.25,54699.75,37126.75
2018-04-03 17:00:00,41.46,41.46,11762.0,32099.75,3301.5,47163.25,35401.25
2018-04-03 18:00:00,72.7,72.7,4972.75,28423.5,2401.0,35797.25,30824.5
2018-04-03 19:00:00,95.39,95.39,671.5,24611.5,1511.0,26794.0,26122.5
2018-04-03 20:00:00,94.88,94.88,13.0,23188.5,1274.25,24475.75,24462.75
2018-04-03 21:00:00,78.13,78.13,7.75,22415.5,1236.75,23660.0,23652.25
2018-04-03 22:00:00,74.86,74.86,4.5,21445.5,1100.25,22550.25,22545.75
2018-04-03 23:00:00,70.88,70.88,4.0,21071.25,1031.25,22106.5,22102.5
2018-04-04 00:00:00,74.13,74.13,4.0,19861.25,955.25,20820.5,20816.5
2018-04-04 01:00:00,71.75,71.75,4.0,18812.25,962.25,19778.5,19774.5
2018-04-04 02:00:00,70.05,70.05,4.0,17451.5,962.5,18418.0,18414.0
2018-04-04 03:00:00,72.51,72.51,4.0,15507.0,1092.0,16603.0,16599.0
2018-04-04 04:00:00,72.34,72.34,4.25,14152.75,1324.0,15481.0,15476.75
2018-04-04 05:00:00,78.71,78.71,4.5,12777.0,1403.25,14184.75,14180.25
2018-04-04 06:00:00,94.91,94.91,39.5,11673.25,1624.0,13336.75,13297.25
2018-04-04 07:00:00,117.93,117.93,1458.5,10275.5,2151.25,13885.25,12426.75
2018-04-04 08:00:00,117.93,117.93,5078.0,8988.5,2660.5,16727.0,11649.0
2018-04-04 09:00:00,100.98,100.98,9200.25,8520.75,3265.75,20986.75,11786.5
2018-04-04 10:00:00,107.35,107.35,12756.5,8276.75,3479.5,24512.75,11756.25
2018-04-04 11:00:00,90.81,90.81,15478.75,8239.25,3485.25,27203.25,11724.5
2018-04-04 12:00:00,82.03,82.03,16316.25,9051.5,3299.5,28667.25,12351.0
2018-04-04 13:00:00,76.88,76.88,16073.0,9509.0,2927.0,28509.0,12436.0
2018-04-04 14:00:00,73.04,73.04,14501.0,10193.75,2832.75,27527.5,13026.5
2018-04-04 15:00:00,73.07,73.07,11647.75,10765.0,2577.0,24989.75,13342.0
2018-04-04 16:00:00,76.7,76.7,8526.25,11185.5,2420.5,22132.25,13606.0
2018-04-04 17:00:00,92.44,92.44,5125.25,11570.75,2731.25,19427.25,14302.0
2018-04-04 18:00:00,108.14,108.14,2133.5,11886.25,3107.25,17127.0,14993.5
2018-04-04 19:00:00,123.3,123.3,393.75,13138.75,3801.5,17334.0,16940.25
2018-04-04 20:00:00,101.58,101.58,8.0,15489.0,4450.75,19947.75,19939.75
2018-04-04 21:00:00,80.97,80.97,6.25,17976.5,5285.5,23268.25,23262.0
2018-04-04 22:00:00,75.51,75.51,4.0,19706.25,5789.25,25499.5,25495.5
2018-04-04 23:00:00,63.89,63.89,4.0,20451.5,6443.25,26898.75,26894.75
2018-04-05 00:00:00,54.52,54.52,4.25,20740.75,6526.75,27271.75,27267.5
2018-04-05 01:00:00,52.01,52.01,4.5,21462.75,6702.0,28169.25,28164.75
2018-04-05 02:00:00,50.17,50.17,4.0,22190.75,6306.25,28501.0,28497.0
2018-04-05 03:00:00,51.57,51.57,4.25,22983.25,6616.25,29603.75,29599.5
2018-04-05 04:00:00,51.94,51.94,4.25,21942.5,6420.25,28367.0,28362.75
2018-04-05 05:00:00,55.1,55.1,4.5,21345.75,6187.25,27537.5,27533.0
2018-04-05 06:00:00,67.52,67.52,39.75,22474.5,5730.75,28245.0,28205.25
2018-04-05 07:00:00,79.16,79.16,1815.0,22208.0,5995.25,30018.25,28203.25
2018-04-05 08:00:00,77.18,77.18,6583.5,21460.5,5070.75,33114.75,26531.25
2018-04-05 09:00:00,71.94,71.94,11938.75,21468.25,4132.25,37539.25,25600.5
2018-04-05 10:00:00,69.45,69.45,14672.25,22147.0,3133.5,39952.75,25280.5
2018-04-05 11:00:00,63.06,63.06,15160.25,23690.5,2615.25,41466.0,26305.75
2018-04-05 12:00:00,58.08,58.08,14168.75,25869.75,2651.5,42690.0,28521.25
2018-04-05 13:00:00,56.22,56.22,13597.0,27443.5,3025.5,44066.0,30469.0
2018-04-05 14:00:00,55.49,55.49,12742.75,29086.75,3103.75,44933.25,32190.5
2018-04-05 15:00:00,56.17,56.17,12699.0,30852.25,2696.5,46247.75,33548.75
2018-04-05 16:00:00,57.08,57.08,10922.75,31943.0,3611.0,46476.75,35554.0
2018-04-05 17:00:00,69.08,69.08,8150.0,31402.25,4183.0,43735.25,35585.25
2018-04-05 18:00:00,75.36,75.36,4155.0,29964.25,4450.0,38569.25,34414.25
2018-04-05 19:00:00,90.66,90.66,739.5,27611.0,4711.5,33062.0,32322.5
2018-04-05 20:00:00,80.58,80.58,12.75,26559.0,5625.75,32197.5,32184.75
2018-04-05 21:00:00,73.29,73.29,6.0,26014.0,6177.25,32197.25,32191.25
2018-04-05 22:00:00,71.47,71.47,4.25,25216.0,6352.5,31572.75,31568.5
2018-04-05 23:00:00,61.53,61.53,6.0,24834.5,5913.25,30753.75,30747.75
2018-04-06 00:00:00,62.72,62.72,6.0,24495.5,4843.75,29345.25,29339.25
2018-04-06 01:00:00,59.08,59.08,7.75,22888.0,3748.75,26644.5,26636.75
2018-04-06 02:00:00,55.96,55.96,6.0,21555.75,2945.75,24507.5,24501.5
2018-04-06 03:00:00,56.59,56.59,6.25,20508.25,2397.5,22912.0,22905.75
2018-04-06 04:00:00,53.9,53.9,6.0,19653.5,2296.25,21955.75,21949.75
2018-04-06 05:00:00,62.5,62.5,6.25,18982.5,2951.75,21940.5,21934.25
2018-04-06 06:00:00,76.29,76.29,55.25,18898.0,3119.75,22073.0,22017.75
2018-04-06 07:00:00,84.24,84.24,1785.0,17804.5,3477.25,23066.75,21281.75
2018-04-06 08:00:00,81.0,81.0,6631.0,16143.5,4042.25,26816.75,20185.75
2018-04-06 09:00:00,67.59,67.59,14011.25,14737.75,4943.25,33692.25,19681.0
2018-04-06 10:00:00,50.5,50.5,22149.75,15255.5,4951.5,42356.75,20207.0
2018-04-06 11:00:00,25.97,25.97,27592.75,17583.0,5274.0,50449.75,22857.0
2018-04-06 12:00:00,9.16,9.16,29669.25,19645.75,5951.25,55266.25,25597.0
2018-04-06 13:00:00,0.0,0.0,29055.0,23307.75,5999.75,58362.5,29307.5
2018-04-06 14:00:00,-0.1,-0.1,23989.25,27937.75,5431.0,57358.0,33368.75
2018-04-06 15:00:00,0.05,0.05,17287.5,32078.25,5081.75,54447.5,37160.0
2018-04-06 16:00:00,8.09,8.09,10990.5,34093.25,4692.25,49776.0,38785.5
2018-04-06 17:00:00,37.46,37.46,6856.75,34564.25,4572.25,45993.25,39136.5
2018-04-06 18:00:00,49.65,49.65,3288.5,34021.5,3612.75,40922.75,37634.25
