,Price_Price,Reg_Price,Reg_PV,Reg_Wind_On,Reg_Wind_Off,Reg_RE_Agg,Reg_Wind_Comb
2018-01-01 00:00:00,0.1,0.1,3.25,29583.75,5679.25,35266.25,35263.0
2018-01-01 01:00:00,0.01,0.01,3.0,29493.0,5345.75,34841.75,34838.75
2018-01-01 02:00:00,0.0,0.0,3.0,29573.5,5188.5,34765.0,34762.0
2018-01-01 03:00:00,-0.01,-0.01,3.25,29037.5,4674.25,33715.0,33711.75
2018-01-01 04:00:00,-0.03,-0.03,3.0,28970.0,4439.25,33412.25,33409.25
2018-01-01 05:00:00,-0.02,-0.02,3.25,29096.75,4624.75,33724.75,33721.5
2018-01-01 06:00:00,-0.05,-0.05,3.25,29083.25,4285.25,33371.75,33368.5
2018-01-01 07:00:00,-0.02,-0.02,4.0,29672.0,3897.25,33573.25,33569.25
2018-01-01 08:00:00,0.0,0.0,425.25,30346.0,3856.5,34627.75,34202.5
2018-01-01 09:00:00,0.04,0.04,3217.5,30440.25,3231.5,36889.25,33671.75
2018-01-01 10:00:00,0.06,0.06,6342.5,30315.25,3470.0,40127.75,33785.25
2018-01-01 11:00:00,0.54,0.54,8136.5,30266.25,3573.25,41976.0,33839.5
2018-01-01 12:00:00,2.24,2.24,7771.5,30406.75,3296.0,41474.25,33702.75
2018-01-01 13:00:00,1.96,1.96,6366.0,29770.75,3278.5,39415.25,33049.25
2018-01-01 14:00:00,1.04,1.04,4199.25,28508.5,3304.25,36012.0,31812.75
2018-01-01 15:00:00,3.66,3.66,1422.5,27437.0,3809.75,32669.25,31246.75
2018-01-01 16:00:00,43.06,43.06,83.5,27379.75,4230.5,31693.75,31610.25
2018-01-01 17:00:00,49.93,49.93,5.75,27987.75,4448.0,32441.5,32435.75
2018-01-01 18:00:00,58.0,58.0,5.25,27035.75,4487.0,31528.0,31522.75
2018-01-01 19:00:00,54.25,54.25,4.5,26403.75,4588.75,30997.0,30992.5
2018-01-01 20:00:00,48.01,48.01,3.25,25502.25,4638.75,30144.25,30141.0
2018-01-01 21:00:00,42.95,42.95,3.0,24367.5,4654.25,29024.75,29021.75
2018-01-01 22:00:00,47.09,47.09,2.75,22961.75,4559.75,27524.25,27521.5
2018-01-01 23:00:00,35.55,35.55,3.0,21868.75,3722.75,25594.5,25591.5
2018-01-02 00:00:00,30.59,30.59,3.25,20845.75,3619.25,24468.25,24465.0
2018-01-02 01:00:00,20.07,20.07,3.0,19916.75,3763.75,23683.5,23680.5
2018-01-02 02:00:00,31.03,31.03,3.25,19817.25,3696.0,23516.5,23513.25
2018-01-02 03:00:00,18.39,18.39,3.5,21004.0,4018.0,25025.5,25022.0
2018-01-02 04:00:00,11.08,11.08,3.0,22675.75,4777.0,27455.75,27452.75
2018-01-02 05:00:00,13.78,13.78,3.25,25176.75,5096.0,30276.0,30272.75
2018-01-02 06:00:00,47.63,47.63,3.5,28163.25,5178.5,33345.25,33341.75
2018-01-02 07:00:00,58.1,58.1,3.0,29854.5,5190.75,35048.25,35045.25
2018-01-02 08:00:00,65.67,65.67,50.75,30872.5,5175.75,36099.0,36048.25
2018-01-02 09:00:00,64.73,64.73,538.0,30646.5,5187.75,36372.25,35834.25
2018-01-02 10:00:00,68.98,68.98,1390.0,30483.5,5186.25,37059.75,35669.75
2018-01-02 11:00:00,73.54,73.54,2153.25,29014.0,4353.75,35521.0,33367.75
2018-01-02 12:00:00,78.16,78.16,2625.5,27920.25,3806.0,34351.75,31726.25
2018-01-02 13:00:00,78.87,78.87,2307.0,27443.0,3366.25,33116.25,30809.25
2018-01-02 14:00:00,79.24,79.24,1232.75,26906.25,3298.0,31437.0,30204.25
2018-01-02 15:00:00,79.96,79.96,343.75,27167.25,3251.5,30762.5,30418.75
2018-01-02 16:00:00,83.46,83.46,12.5,28748.5,3734.5,32495.5,32483.0
2018-01-02 17:00:00,80.92,80.92,4.0,30712.75,5059.0,35775.75,35771.75
2018-01-02 18:00:00,74.95,74.95,3.75,32516.25,6032.25,38552.25,38548.5
2018-01-02 19:00:00,63.18,63.18,3.25,34632.25,6402.5,41038.0,41034.75
2018-01-02 20:00:00,57.11,57.11,2.5,36043.75,6434.0,42480.25,42477.75
2018-01-02 21:00:00,46.89,46.89,3.0,37234.5,6373.75,43611.25,43608.25
2018-01-02 22:00:00,40.0,40.0,3.5,37172.0,6056.0,43231.5,43228.0
2018-01-02 23:00:00,7.43,7.43,3.0,37663.75,5661.0,43327.75,43324.75
2018-01-03 00:00:00,-0.08,-0.08,3.0,36707.75,3957.75,40668.5,40665.5
2018-01-03 01:00:00,-1.23,-1.23,3.0,36906.25,3200.75,40110.0,40107.0
2018-01-03 02:00:00,-1.3,-1.3,3.0,37340.25,3077.5,40420.75,40417.75
2018-01-03 03:00:00,-1.31,-1.31,3.0,37466.25,2897.0,40366.25,40363.25
2018-01-03 04:00:00,-1.31,-1.31,3.0,38304.0,2893.25,41200.25,41197.25
2018-01-03 05:00:00,-1.38,-1.38,3.0,38633.0,3439.0,42075.0,42072.0
2018-01-03 06:00:00,1.09,1.09,3.5,41864.75,5103.25,46971.5,46968.0
2018-01-03 07:00:00,40.59,40.59,3.0,42989.5,5126.75,48119.25,48116.25
2018-01-03 08:00:00,59.61,59.61,314.5,42366.5,5151.0,47832.0,47517.5
2018-01-03 09:00:00,60.61,60.61,2371.75,41508.75,5273.5,49154.0,46782.25
2018-01-03 10:00:00,57.0,57.0,5093.0,41712.5,5253.75,52059.25,46966.25
2018-01-03 11:00:00,54.89,54.89,6069.0,42285.25,5309.0,53663.25,47594.25
2018-01-03 12:00:00,53.89,53.89,6408.75,41979.25,5096.0,53484.0,47075.25
2018-01-03 13:00:00,54.42,54.42,6128.5,41288.0,4553.0,51969.5,45841.0
2018-01-03 14:00:00,60.86,60.86,4156.0,40374.5,4311.25,48841.75,44685.75
2018-01-03 15:00:00,67.18,67.18,1577.5,38924.0,3773.75,44275.25,42697.75
2018-01-03 16:00:00,73.59,73.59,94.0,37201.0,3559.75,40854.75,40760.75
2018-01-03 17:00:00,82.28,82.28,6.5,35083.75,3643.75,38734.0,38727.5
2018-01-03 18:00:00,82.97,82.97,4.5,33908.75,3351.25,37264.5,37260.0
2018-01-03 19:00:00,79.03,79.03,4.25,32696.5,3252.0,35952.75,35948.5
2018-01-03 20:00:00,73.23,73.23,3.25,31814.5,3241.5,35059.25,35056.0
2018-01-03 21:00:00,67.41,67.41,2.75,31387.5,3402.5,34792.75,34790.0
2018-01-03 22:00:00,65.0,65.0,3.0,30189.5,3527.0,33719.5,33716.5
2018-01-03 23:00:00,58.12,58.12,3.0,30299.0,3878.75,34180.75,34177.75
2018-01-04 00:00:00,57.3,57.3,3.0,30624.75,4094.75,34722.5,34719.5
2018-01-04 01:00:00,50.46,50.46,3.0,31303.0,4162.0,35468.0,35465.0
2018-01-04 02:00:00,40.0,40.0,3.0,32363.25,4182.75,36549.0,36546.0
2018-01-04 03:00:00,25.48,25.48,3.0,32967.25,4046.25,37016.5,37013.5
2018-01-04 04:00:00,35.0,35.0,3.0,33536.5,3944.25,37483.75,37480.75
2018-01-04 05:00:00,57.73,57.73,3.0,34081.5,3842.25,37926.75,37923.75
2018-01-04 06:00:00,72.65,72.65,3.5,33569.25,3646.25,37219.0,37215.5
2018-01-04 07:00:00,85.02,85.02,3.0,32616.0,3382.25,36001.25,35998.25
2018-01-04 08:00:00,91.47,91.47,165.75,31220.0,3206.25,34592.0,34426.25
2018-01-04 09:00:00,94.2,94.2,1591.0,29872.25,2882.25,34345.5,32754.5
2018-01-04 10:00:00,91.61,91.61,3596.0,28870.0,2481.25,34947.25,31351.25
2018-01-04 11:00:00,90.03,90.03,5056.5,27722.25,1685.25,34464.0,29407.5
2018-01-04 12:00:00,86.3,86.3,5538.0,25605.0,1447.0,32590.0,27052.0
2018-01-04 13:00:00,85.96,85.96,5060.25,23059.25,1338.5,29458.0,24397.75
2018-01-04 14:00:00,92.11,92.11,3657.5,20137.75,1277.5,25072.75,21415.25
2018-01-04 15:00:00,98.62,98.62,1536.5,17162.25,1368.5,20067.25,18530.75
2018-01-04 16:00:00,105.73,105.73,95.75,14137.75,1596.25,15829.75,15734.0
2018-01-04 17:00:00,133.23,133.23,7.75,11291.5,1624.75,12924.0,12916.25
2018-01-04 18:00:00,144.65,144.65,11.5,8931.25,1513.25,10456.0,10444.5
2018-01-04 19:00:00,125.0,125.0,4.25,7298.75,1831.5,9134.5,9130.25
2018-01-04 20:00:00,103.59,103.59,3.0,6810.0,2132.0,8945.0,8942.0
2018-01-04 21:00:00,100.01,100.01,3.0,6229.5,2571.25,8803.75,8800.75
2018-01-04 22:00:00,94.86,94.86,3.0,6551.0,3260.75,9814.75,9811.75
2018-01-04 23:00:00,88.83,88.83,2.5,6933.25,3539.0,10474.75,10472.25
2018-01-05 00:00:00,86.08,86.08,3.0,7936.75,4060.5,12000.25,11997.25
2018-01-05 01:00:00,80.51,80.51,3.0,9231.5,4697.0,13931.5,13928.5
2018-01-05 02:00:00,77.01,77.01,3.0,11004.25,4944.5,15951.75,15948.75
2018-01-05 03:00:00,73.21,73.21,3.0,13222.0,5065.5,18290.5,18287.5
2018-01-05 04:00:00,74.05,74.05,3.0,14633.5,5095.5,19732.0,19729.0
2018-01-05 05:00:00,76.03,76.03,3.0,16339.75,5112.5,21455.25,21452.25
2018-01-05 06:00:00,81.0,81.0,3.0,18203.75,5153.75,23360.5,23357.5
2018-01-05 07:00:00,87.0,87.0,3.25,19878.25,5184.0,25065.5,25062.25
2018-01-05 08:00:00,89.57,89.57,188.5,21402.5,5251.25,26842.25,26653.75
2018-01-05 09:00:00,94.93,94.93,1696.75,22191.25,5278.75,29166.75,27470.0
2018-01-05 10:00:00,96.28,96.28,4069.25,22616.75,5316.0,32002.0,27932.75
2018-01-05 11:00:00,98.22,98.22,5644.25,22939.0,5359.0,33942.25,28298.0
2018-01-05 12:00:00,92.24,92.24,5630.75,22733.25,5398.0,33762.0,28131.25
2018-01-05 13:00:00,91.54,91.54,4351.75,22291.0,5478.0,32120.75,27769.0
2018-01-05 14:00:00,96.41,96.41,2795.5,21551.5,5604.75,29951.75,27156.25
2018-01-05 15:00:00,100.05,100.05,1106.5,20335.5,5770.0,27212.0,26105.5
2018-01-05 16:00:00,102.97,102.97,85.0,19746.25,5844.75,25676.0,25591.0
2018-01-05 17:00:00,107.38,107.38,4.5,19962.0,5960.5,25927.0,25922.5
2018-01-05 18:00:00,108.45,108.45,5.5,20029.5,6084.25,26119.25,26113.75
2018-01-05 19:00:00,103.96,103.96,4.75,19955.5,6204.5,26164.75,26160.0
2018-01-05 20:00:00,100.09,100.09,3.75,19086.0,6226.0,25315.75,25312.0
2018-01-05 21:00:00,94.19,94.19,3.0,18095.5,6224.25,24322.75,24319.75
2018-01-05 22:00:00,94.92,94.92,4.0,16482.25,6216.75,22703.0,22699.0
2018-01-05 23:00:00,86.8,86.8,3.0,14884.0,6162.0,21049.0,21046.0
2018-01-06 00:00:00,82.25,82.25,3.0,13390.75,6186.0,19579.75,19576.75
2018-01-06 01:00:00,80.2,80.2,3.0,12065.25,6124.25,18192.5,18189.5
2018-01-06 02:00:00,76.13,76.13,3.0,11346.25,5937.75,17287.0,17284.0
2018-01-06 03:00:00,73.01,73.01,3.0,10872.75,5721.25,16597.0,16594.0
2018-01-06 04:00:00,73.01,73.01,3.0,10525.5,5764.25,16292.75,16289.75
2018-01-06 05:00:00,74.59,74.59,3.0,10075.75,5786.75,15865.5,15862.5
2018-01-06 06:00:00,75.1,75.1,3.25,10106.5,5806.0,15915.75,15912.5
2018-01-06 07:00:00,81.39,81.39,3.5,9973.75,5827.0,15804.25,15800.75
2018-01-06 08:00:00,88.4,88.4,109.5,10109.0,5806.25,16024.75,15915.25
2018-01-06 09:00:00,92.23,92.23,1040.0,10308.0,5748.75,17096.75,16056.75
2018-01-06 10:00:00,97.3,97.3,2147.25,10023.0,5772.5,17942.75,15795.5
2018-01-06 11:00:00,100.43,100.43,2765.0,9934.25,5689.5,18388.75,15623.75
2018-01-06 12:00:00,99.16,99.16,2880.5,10055.0,5645.25,18580.75,15700.25
2018-01-06 13:00:00,95.22,95.22,2332.5,10008.75,5626.0,17967.25,15634.75
2018-01-06 14:00:00,92.55,92.55,1418.0,10020.25,5700.0,17138.25,15720.25
2018-01-06 15:00:00,95.09,95.09,477.5,10099.0,5818.75,16395.25,15917.75
2018-01-06 16:00:00,99.85,99.85,22.25,10094.5,5871.0,15987.75,15965.5
2018-01-06 17:00:00,104.27,104.27,3.75,10358.75,5932.75,16295.25,16291.5
2018-01-06 18:00:00,103.63,103.63,4.0,10403.75,5959.5,16367.25,16363.25
2018-01-06 19:00:00,99.0,99.0,4.0,10465.5,5896.25,16365.75,16361.75
2018-01-06 20:00:00,92.14,92.14,3.75,10710.75,5779.75,16494.25,16490.5
2018-01-06 21:00:00,88.0,88.0,3.0,10752.75,5637.0,16392.75,16389.75
2018-01-06 22:00:00,86.57,86.57,2.75,10692.75,5431.25,16126.75,16124.0
2018-01-06 23:00:00,79.87,79.87,3.0,10968.5,5123.75,16095.25,16092.25
2018-01-07 00:00:00,84.08,84.08,3.0,11073.25,4767.5,15843.75,15840.75
2018-01-07 01:00:00,79.82,79.82,2.75,11182.75,4777.75,15963.25,15960.5
2018-01-07 02:00:00,76.76,76.76,3.0,11297.25,4786.25,16086.5,16083.5
2018-01-07 03:00:00,73.46,73.46,3.0,11534.0,4525.25,16062.25,16059.25
2018-01-07 04:00:00,71.86,71.86,2.5,11819.25,4437.75,16259.5,16257.0
2018-01-07 05:00:00,72.08,72.08,3.0,12066.5,4322.5,16392.0,16389.0
2018-01-07 06:00:00,74.9,74.9,3.0,12866.25,4189.25,17058.5,17055.5
2018-01-07 07:00:00,77.69,77.69,4.0,13051.5,3977.75,17033.25,17029.25
2018-01-07 08:00:00,81.79,81.79,111.25,12780.5,3789.25,16681.0,16569.75
2018-01-07 09:00:00,84.86,84.86,945.75,12537.75,3543.25,17026.75,16081.0
2018-01-07 10:00:00,87.15,87.15,2126.75,12203.75,3211.5,17542.0,15415.25
2018-01-07 11:00:00,89.14,89.14,3362.0,12400.0,2957.5,18719.5,15357.5
2018-01-07 12:00:00,88.66,88.66,3792.5,13029.75,2608.25,19430.5,15638.0
2018-01-07 13:00:00,84.81,84.81,3162.75,13673.5,2543.75,19380.0,16217.25
2018-01-07 14:00:00,84.34,84.34,2014.75,14042.75,2742.75,18800.25,16785.5
2018-01-07 15:00:00,88.01,88.01,730.25,13997.0,2964.0,17691.25,16961.0
2018-01-07 16:00:00,93.42,93.42,41.25,14481.25,3339.0,17861.5,17820.25
2018-01-07 17:00:00,101.77,101.77,3.25,15438.75,3714.0,19156.0,19152.75
2018-01-07 18:00:00,104.85,104.85,3.25,16883.25,4006.0,20892.5,20889.25
2018-01-07 19:00:00,103.55,103.55,3.0,17685.0,4564.5,22252.5,22249.5
2018-01-07 20:00:00,100.5,100.5,3.0,16790.75,5002.75,21796.5,21793.5
2018-01-07 21:00:00,93.31,93.31,3.5,15487.5,5250.5,20741.5,20738.0
2018-01-07 22:00:00,91.17,91.17,3.0,15130.75,5428.75,20562.5,20559.5
2018-01-07 23:00:00,83.86,83.86,3.0,15335.25,5577.0,20915.25,20912.25
2018-01-08 00:00:00,87.02,87.02,3.0,15350.0,5641.25,20994.25,20991.25
2018-01-08 01:00:00,84.32,84.32,3.0,16064.25,5542.75,21610.0,21607.0
2018-01-08 02:00:00,81.82,81.82,2.75,16786.25,5645.5,22434.5,22431.75
2018-01-08 03:00:00,79.11,79.11,3.0,17120.0,5729.0,22852.0,22849.0
2018-01-08 04:00:00,78.48,78.48,3.0,16654.25,5596.5,22253.75,22250.75
2018-01-08 05:00:00,82.1,82.1,3.25,16297.25,5519.0,21819.5,21816.25
2018-01-08 06:00:00,94.3,94.3,3.0,16543.75,5484.0,22030.75,22027.75
2018-01-08 07:00:00,111.1,111.1,3.25,16584.5,5410.25,21998.0,21994.75
2018-01-08 08:00:00,121.11,121.11,176.75,17067.25,5353.75,22597.75,22421.0
2018-01-08 09:00:00,117.83,117.83,1792.0,16960.25,5462.0,24214.25,22422.25
2018-01-08 10:00:00,110.6,110.6,4477.75,17008.25,5261.75,26747.75,22270.0
2018-01-08 11:00:00,103.0,103.0,7502.25,16747.5,5357.0,29606.75,22104.5
2018-01-08 12:00:00,95.5,95.5,9389.75,16744.0,5173.0,31306.75,21917.0
2018-01-08 13:00:00,92.6,92.6,9026.25,17090.25,4934.25,31050.75,22024.5
2018-01-08 14:00:00,100.0,100.0,6239.5,17237.5,4827.75,28304.75,22065.25
2018-01-08 15:00:00,107.98,107.98,2335.25,17346.0,4744.0,24425.25,22090.0
2018-01-08 16:00:00,116.87,116.87,138.0,17908.5,4872.75,22919.25,22781.25
2018-01-08 17:00:00,129.13,129.13,5.25,18469.75,4955.75,23430.75,23425.5
2018-01-08 18:00:00,130.01,130.01,6.0,18612.5,4839.75,23458.25,23452.25
2018-01-08 19:00:00,122.12,122.12,3.5,18648.5,4581.75,23233.75,23230.25
2018-01-08 20:00:00,114.21,114.21,3.25,18180.0,4120.0,22303.25,22300.0
2018-01-08 21:00:00,102.83,102.83,3.0,17557.5,3700.0,21260.5,21257.5
2018-01-08 22:00:00,99.98,99.98,3.25,16329.0,3198.0,19530.25,19527.0
2018-01-08 23:00:00,91.49,91.49,3.25,15459.75,2707.75,18170.75,18167.5
2018-01-09 00:00:00,88.16,88.16,3.0,14615.0,2437.5,17055.5,17052.5
2018-01-09 01:00:00,87.04,87.04,3.25,13701.5,2408.5,16113.25,16110.0
2018-01-09 02:00:00,85.0,85.0,3.0,13115.5,2250.25,15368.75,15365.75
2018-01-09 03:00:00,84.14,84.14,3.0,12574.0,1966.25,14543.25,14540.25
2018-01-09 04:00:00,85.72,85.72,3.0,12247.25,1758.5,14008.75,14005.75
2018-01-09 05:00:00,89.28,89.28,3.0,11900.5,1549.0,13452.5,13449.5
2018-01-09 06:00:00,108.51,108.51,3.75,12084.25,1304.25,13392.25,13388.5
2018-01-09 07:00:00,124.06,124.06,4.0,11904.25,1065.25,12973.5,12969.5
2018-01-09 08:00:00,133.24,133.24,516.75,11748.0,865.5,13130.25,12613.5
2018-01-09 09:00:00,120.91,120.91,4475.25,10437.5,679.75,15592.5,11117.25
2018-01-09 10:00:00,113.19,113.19,10193.75,8629.75,598.75,19422.25,9228.5
2018-01-09 11:00:00,105.78,105.78,14679.75,7605.25,580.5,22865.5,8185.75
2018-01-09 12:00:00,100.22,100.22,16317.25,7255.75,641.0,24214.0,7896.75
2018-01-09 13:00:00,100.82,100.82,14882.5,7530.75,644.5,23057.75,8175.25
2018-01-09 14:00:00,110.89,110.89,10240.25,7878.0,489.5,18607.75,8367.5
2018-01-09 15:00:00,119.4,119.4,3991.75,8193.0,603.0,12787.75,8796.0
2018-01-09 16:00:00,127.85,127.85,243.5,10072.75,622.5,10938.75,10695.25
2018-01-09 17:00:00,137.84,137.84,3.75,12154.0,686.5,12844.25,12840.5
2018-01-09 18:00:00,137.8,137.8,3.25,12744.0,676.25,13423.5,13420.25
2018-01-09 19:00:00,130.43,130.43,3.25,12679.0,597.25,13279.5,13276.25
2018-01-09 20:00:00,120.24,120.24,3.75,12142.25,635.0,12781.0,12777.25
2018-01-09 21:00:00,111.68,111.68,3.0,11571.25,850.5,12424.75,12421.75
2018-01-09 22:00:00,106.18,106.18,3.0,11132.0,720.75,11855.75,11852.75
2018-01-09 23:00:00,97.09,97.09,3.0,10623.25,614.5,11240.75,11237.75
2018-01-10 00:00:00,89.29,89.29,3.25,9846.75,451.5,10301.5,10298.25
2018-01-10 01:00:00,86.76,86.76,3.5,9223.75,383.25,9610.5,9607.0
2018-01-10 02:00:00,86.73,86.73,3.0,9068.25,434.0,9505.25,9502.25
2018-01-10 03:00:00,86.09,86.09,3.0,8777.75,451.5,9232.25,9229.25
2018-01-10 04:00:00,86.3,86.3,3.0,8730.0,482.25,9215.25,9212.25
2018-01-10 05:00:00,89.05,89.05,3.25,8594.25,613.75,9211.25,9208.0
2018-01-10 06:00:00,108.88,108.88,3.0,8640.0,776.5,9419.5,9416.5
2018-01-10 07:00:00,126.29,126.29,3.75,8578.5,984.0,9566.25,9562.5
2018-01-10 08:00:00,141.28,141.28,490.5,8313.0,1097.0,9900.5,9410.0
2018-01-10 09:00:00,130.39,130.39,4107.5,7004.5,1150.5,12262.5,8155.0
2018-01-10 10:00:00,118.56,118.56,9443.5,5196.0,995.0,15634.5,6191.0
2018-01-10 11:00:00,109.13,109.13,13666.25,3668.75,871.5,18206.5,4540.25
2018-01-10 12:00:00,102.21,102.21,15282.75,2683.0,793.0,18758.75,3476.0
2018-01-10 13:00:00,105.61,105.61,13872.75,2203.5,861.75,16938.0,3065.25
2018-01-10 14:00:00,112.91,112.91,9586.0,2206.75,940.0,12732.75,3146.75
2018-01-10 15:00:00,123.8,123.8,3818.0,2473.75,1108.5,7400.25,3582.25
2018-01-10 16:00:00,134.64,134.64,293.25,3674.0,1405.0,5372.25,5079.0
2018-01-10 17:00:00,143.79,143.79,5.0,5145.25,1568.75,6719.0,6714.0
2018-01-10 18:00:00,140.0,140.0,3.0,5861.25,1359.75,7224.0,7221.0
2018-01-10 19:00:00,132.15,132.15,3.5,5238.25,1076.0,6317.75,6314.25
2018-01-10 20:00:00,120.0,120.0,4.5,4468.75,853.0,5326.25,5321.75
2018-01-10 21:00:00,109.76,109.76,3.5,3885.0,657.5,4546.0,4542.5
2018-01-10 22:00:00,104.49,104.49,3.25,3457.75,601.25,4062.25,4059.0
2018-01-10 23:00:00,96.03,96.03,3.0,3257.75,603.25,3864.0,3861.0
2018-01-11 00:00:00,91.75,91.75,3.0,3254.5,725.25,3982.75,3979.75
2018-01-11 01:00:00,88.59,88.59,3.0,3554.25,920.0,4477.25,4474.25
2018-01-11 02:00:00,87.25,87.25,3.0,3860.25,1187.25,5050.5,5047.5
2018-01-11 03:00:00,82.38,82.38,3.0,3743.25,1559.5,5305.75,5302.75
2018-01-11 04:00:00,81.95,81.95,3.0,3888.0,1996.75,5887.75,5884.75
2018-01-11 05:00:00,89.36,89.36,3.0,4368.75,2480.25,6852.0,6849.0
2018-01-11 06:00:00,102.07,102.07,3.0,5025.25,2647.25,7675.5,7672.5
2018-01-11 07:00:00,116.86,116.86,3.5,5923.5,2925.25,8852.25,8848.75
2018-01-11 08:00:00,141.0,141.0,544.25,6409.0,3217.25,10170.5,9626.25
2018-01-11 09:00:00,129.16,129.16,4210.0,6128.25,2986.0,13324.25,9114.25
2018-01-11 10:00:00,113.65,113.65,9326.0,5051.25,2704.5,17081.75,7755.75
2018-01-11 11:00:00,106.48,106.48,12970.5,4443.5,2225.5,19639.5,6669.0
2018-01-11 12:00:00,99.38,99.38,13759.5,3840.25,1885.0,19484.75,5725.25
2018-01-11 13:00:00,99.0,99.0,12115.25,3730.75,1849.75,17695.75,5580.5
2018-01-11 14:00:00,105.98,105.98,8367.25,3769.0,1919.75,14056.0,5688.75
2018-01-11 15:00:00,117.96,117.96,3526.0,3891.25,2011.75,9429.0,5903.0
2018-01-11 16:00:00,137.35,137.35,327.5,4624.75,1857.5,6809.75,6482.25
2018-01-11 17:00:00,150.09,150.09,8.75,4785.0,1461.75,6255.5,6246.75
2018-01-11 18:00:00,136.69,136.69,4.25,4741.0,974.25,5719.5,5715.25
2018-01-11 19:00:00,132.31,132.31,3.5,4462.25,640.0,5105.75,5102.25
2018-01-11 20:00:00,117.88,117.88,3.75,3994.5,457.75,4456.0,4452.25
2018-01-11 21:00:00,107.19,107.19,3.5,3407.75,277.0,3688.25,3684.75
2018-01-11 22:00:00,100.0,100.0,3.5,2725.75,226.75,2956.0,2952.5
2018-01-11 23:00:00,97.22,97.22,3.0,2491.25,434.0,2928.25,2925.25
2018-01-12 00:00:00,91.04,91.04,3.0,2388.75,691.5,3083.25,3080.25
2018-01-12 01:00:00,88.22,88.22,3.0,2314.75,1082.0,3399.75,3396.75
2018-01-12 02:00:00,85.22,85.22,3.25,2408.0,1470.75,3882.0,3878.75
2018-01-12 03:00:00,84.63,84.63,3.25,2219.75,1728.25,3951.25,3948.0
2018-01-12 04:00:00,84.34,84.34,3.0,2387.0,2490.75,4880.75,4877.75
2018-01-12 05:00:00,85.32,85.32,3.25,2865.0,3267.0,6135.25,6132.0
2018-01-12 06:00:00,92.11,92.11,3.0,2999.5,3858.0,6860.5,6857.5
2018-01-12 07:00:00,118.16,118.16,4.25,2694.5,4416.5,7115.25,7111.0
2018-01-12 08:00:00,140.74,140.74,217.0,2892.25,4534.25,7643.5,7426.5
2018-01-12 09:00:00,134.96,134.96,1405.25,3515.0,5040.0,9960.25,8555.0
2018-01-12 10:00:00,122.01,122.01,2832.0,4157.75,5352.75,12342.5,9510.5
2018-01-12 11:00:00,114.73,114.73,3988.75,4568.25,5541.75,14098.75,10110.0
2018-01-12 12:00:00,106.98,106.98,4455.5,5337.25,5424.0,15216.75,10761.25
2018-01-12 13:00:00,103.08,103.08,4017.5,6226.0,5476.75,15720.25,11702.75
2018-01-12 14:00:00,104.54,104.54,2774.25,7060.5,5343.75,15178.5,12404.25
2018-01-12 15:00:00,110.0,110.0,1155.75,7191.0,5269.0,13615.75,12460.0
2018-01-12 16:00:00,120.0,120.0,113.25,7739.5,5088.0,12940.75,12827.5
2018-01-12 17:00:00,127.5,127.5,5.5,8163.75,4577.5,12746.75,12741.25
2018-01-12 18:00:00,126.0,126.0,4.0,8305.5,4298.25,12607.75,12603.75
2018-01-12 19:00:00,119.47,119.47,4.0,8756.25,4050.5,12810.75,12806.75
2018-01-12 20:00:00,108.79,108.79,3.25,9280.75,3736.75,13020.75,13017.5
2018-01-12 21:00:00,98.48,98.48,3.0,9778.5,3829.25,13610.75,13607.75
2018-01-12 22:00:00,93.37,93.37,3.25,9983.0,3655.25,13641.5,13638.25
2018-01-12 23:00:00,85.38,85.38,3.25,10573.25,3961.25,14537.75,14534.5
2018-01-13 00:00:00,90.0,90.0,3.0,10890.25,3288.25,14181.5,14178.5
2018-01-13 01:00:00,85.0,85.0,3.0,11418.5,4019.25,15440.75,15437.75
2018-01-13 02:00:00,82.0,82.0,3.25,11712.75,4683.0,16399.0,16395.75
2018-01-13 03:00:00,78.47,78.47,3.25,12508.25,5335.5,17847.0,17843.75
2018-01-13 04:00:00,75.0,75.0,3.0,13719.0,5461.75,19183.75,19180.75
2018-01-13 05:00:00,74.92,74.92,3.25,14520.25,5191.0,19714.5,19711.25
2018-01-13 06:00:00,78.1,78.1,3.0,15251.25,4732.0,19986.25,19983.25
2018-01-13 07:00:00,82.22,82.22,3.25,16777.25,4691.5,21472.0,21468.75
2018-01-13 08:00:00,85.26,85.26,85.0,18707.5,5056.25,23848.75,23763.75
2018-01-13 09:00:00,75.11,75.11,772.0,20353.5,5127.25,26252.75,25480.75
2018-01-13 10:00:00,74.21,74.21,1799.0,21982.75,4728.75,28510.5,26711.5
2018-01-13 11:00:00,72.72,72.72,2479.5,23419.75,4637.5,30536.75,28057.25
2018-01-13 12:00:00,70.35,70.35,2786.75,25006.25,4443.5,32236.5,29449.75
2018-01-13 13:00:00,63.67,63.67,2590.0,25964.5,4003.75,32558.25,29968.25
2018-01-13 14:00:00,67.91,67.91,1861.75,26813.0,4279.5,32954.25,31092.5
2018-01-13 15:00:00,68.61,68.61,800.25,27190.0,4556.5,32546.75,31746.5
2018-01-13 16:00:00,70.78,70.78,74.75,27677.5,4577.25,32329.5,32254.75
2018-01-13 17:00:00,74.22,74.22,3.5,27736.5,4618.0,32358.0,32354.5
2018-01-13 18:00:00,75.81,75.81,3.5,27732.5,4872.75,32608.75,32605.25
2018-01-13 19:00:00,73.82,73.82,3.25,27031.5,4841.0,31875.75,31872.5
